concept_id,concept_name,baseline_weight,weakness_score,centrality,adaptive_weight,allocated_hours,delta_hours
concept_31,member,1.0,0.0,0.0067024128686327,1.0,1.0,0.8947368421052632
concept_32,faculty,1.0,0.0,0.017426273458445,1.0,1.0,0.8947368421052632
concept_33,student,1.0,0.0,0.0509383378016085,1.0,1.0,0.8947368421052632
concept_34,person student,1.0,0.0,0.0080428954423592,1.0,1.0,0.8947368421052632
concept_35,complete,1.0,0.0,0.0040214477211796,1.0,1.0,0.8947368421052632
concept_36,written peer,1.0,0.0,0.0053619302949061,1.0,1.0,0.8947368421052632
concept_37,written,1.0,0.0,0.0067024128686327,1.0,1.0,0.8947368421052632
concept_38,example,1.0,0.0,0.0187667560321715,1.0,1.0,0.8947368421052632
concept_39,relation,1.0,0.0,0.1219839142091152,1.0,1.0,0.8947368421052632
concept_40,key,1.0,0.0,0.0442359249329758,1.0,1.0,0.8947368421052632
concept_41,primary,1.0,0.0,0.0227882037533512,1.0,1.0,0.8947368421052632
concept_42,primary key,1.0,0.0,0.0201072386058981,1.0,1.0,0.8947368421052632
concept_43,relational,1.0,0.0,0.0294906166219839,1.0,1.0,0.8947368421052632
concept_45,integrity,1.0,0.0,0.0080428954423592,1.0,1.0,0.8947368421052632
concept_46,integrity constraints,1.0,0.0,0.0053619302949061,1.0,1.0,0.8947368421052632
concept_47,referential,1.0,0.0,0.0040214477211796,1.0,1.0,0.8947368421052632
concept_48,gpa,1.0,0.0,0.0134048257372654,1.0,1.0,0.8947368421052632
concept_49,nic,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_51,salary,1.0,0.0,0.0415549597855227,1.0,1.0,0.8947368421052632
concept_30,faculty member,1.0,0.0,0.0053619302949061,1.0,1.0,0.8947368421052632
concept_28,drawn peer,1.0,0.0,0.0080428954423592,1.0,1.0,0.8947368421052632
concept_98,table,1.0,0.0,0.0777479892761394,1.0,1.0,0.8947368421052632
concept_27,probably,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_2,scenario,1.0,0.0,0.067024128686327,1.0,1.0,0.8947368421052632
concept_3,er,1.0,0.0,0.3994638069705093,1.0,1.0,0.8947368421052632
concept_4,relationship,1.0,0.0,0.03485254691689,1.0,1.0,0.8947368421052632
concept_5,number,1.0,0.0,0.0147453083109919,1.0,1.0,0.8947368421052632
concept_6,students,1.0,0.0,0.0214477211796246,1.0,1.0,0.8947368421052632
concept_8,book,1.0,0.0,0.0093833780160857,1.0,1.0,0.8947368421052632
concept_9,semester,1.0,0.0,0.0053619302949061,1.0,1.0,0.8947368421052632
concept_10,employee,1.0,0.0,0.0442359249329758,1.0,1.0,0.8947368421052632
concept_11,department,1.0,0.0,0.0201072386058981,1.0,1.0,0.8947368421052632
concept_12,permanent,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_13,permanent employee,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_14,employees,1.0,0.0,0.0067024128686327,1.0,1.0,0.8947368421052632
concept_16,data,1.0,0.0,0.1085790884718498,1.0,1.0,0.8947368421052632
concept_17,database design,1.0,0.0,0.0120643431635388,1.0,1.0,0.8947368421052632
concept_18,design,1.0,0.0,0.0254691689008042,1.0,1.0,0.8947368421052632
concept_22,weak,1.0,0.0,0.0080428954423592,1.0,1.0,0.8947368421052632
concept_23,set,1.0,0.0,0.0268096514745308,1.0,1.0,0.8947368421052632
concept_25,drawn,1.0,0.0,0.0053619302949061,1.0,1.0,0.8947368421052632
concept_26,know,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_52,attributes,1.0,0.0,0.0160857908847185,1.0,1.0,0.8947368421052632
concept_53,relational model,1.0,0.0,0.0093833780160857,1.0,1.0,0.8947368421052632
concept_54,mapping,1.0,0.0,0.017426273458445,1.0,1.0,0.8947368421052632
concept_55,attributes key,1.0,0.0,0.0080428954423592,1.0,1.0,0.8947368421052632
concept_78,join,1.0,0.0,0.017426273458445,1.0,1.0,0.8947368421052632
concept_79,tutorial,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_80,group,1.0,0.0,0.0134048257372654,1.0,1.0,0.8947368421052632
concept_81,cid,1.0,0.0,0.0093833780160857,1.0,1.0,0.8947368421052632
concept_82,dbii,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_83,having,1.0,0.0,0.0080428954423592,1.0,1.0,0.8947368421052632
concept_84,count,1.0,0.0,0.0254691689008042,1.0,1.0,0.8947368421052632
concept_85,condition,1.0,0.0,0.0093833780160857,1.0,1.0,0.8947368421052632
concept_86,true,1.0,0.0,0.0428954423592493,1.0,1.0,0.8947368421052632
concept_87,single,1.0,0.0,0.0040214477211796,1.0,1.0,0.8947368421052632
concept_88,operators,1.0,0.0,0.0067024128686327,1.0,1.0,0.8947368421052632
concept_89,list,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_90,sql,1.0,0.0,0.0790884718498659,1.0,1.0,0.8947368421052632
concept_91,language,1.0,0.0,0.0040214477211796,1.0,1.0,0.8947368421052632
concept_92,called,1.0,0.0,0.0040214477211796,1.0,1.0,0.8947368421052632
concept_93,sliit,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_94,surani,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_96,1002 aruni,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_97,1001 nimali,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_77,anomaly,1.0,0.0,0.0040214477211796,1.0,1.0,0.8947368421052632
concept_76,properties good,1.0,0.0,0.0053619302949061,1.0,1.0,0.8947368421052632
concept_75,good,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_64,refinement,1.0,0.0,0.002680965147453,1.0,1.0,0.8947368421052632
concept_56,axioms,1.0,0.0,0.0040214477211796,1.0,1.0,0.8947368421052632
concept_57,attribute,1.0,0.0,0.0254691689008042,1.0,1.0,0.8947368421052632
concept_58,functional,1.0,0.0,0.0308310991957104,1.0,1.0,0.8947368421052632
concept_59,dependency,1.0,0.0,0.0187667560321715,1.0,1.0,0.8947368421052632
concept_60,functional dependency,1.0,0.0,0.0120643431635388,1.0,1.0,0.8947368421052632
concept_61,functional dependencies,1.0,0.0,0.032171581769437,1.0,1.0,0.8947368421052632
concept_62,dependencies,1.0,0.0,0.0308310991957104,1.0,1.0,0.8947368421052632
concept_63,schema refinement,1.0,0.0,0.0053619302949061,1.0,1.0,0.8947368421052632
concept_65,schema,1.0,0.0,0.0147453083109919,1.0,1.0,0.8947368421052632
concept_74,properties,1.0,0.0,0.0067024128686327,1.0,1.0,0.8947368421052632
concept_66,lecture,1.0,0.0,0.0160857908847185,1.0,1.0,0.8947368421052632
concept_67,relations,1.0,0.0,0.0469168900804289,1.0,1.0,0.8947368421052632
concept_68,normal,1.0,0.0,0.017426273458445,1.0,1.0,0.8947368421052632
concept_69,form,1.0,0.0,0.0254691689008042,1.0,1.0,0.8947368421052632
concept_70,normal form,1.0,0.0,0.0120643431635388,1.0,1.0,0.8947368421052632
concept_71,form relation,1.0,0.0,0.0040214477211796,1.0,1.0,0.8947368421052632
concept_72,decomposition,1.0,0.0,0.0107238605898123,1.0,1.0,0.8947368421052632
concept_73,loss,1.0,0.0,0.0053619302949061,1.0,1.0,0.8947368421052632
concept_189,users,1.0,0.0,0.0120643431635388,1.0,1.0,0.8947368421052632
